GiniIncomeClass,GiniSendClass,GiniIncomeValue,GiniSendValue,totNumTransaction,inNumTransaction,outNumTransaction,paying,paid,numberAddressesPaidAfterTheyPaid,lifeAddress,activityDay,frequentUse,moreTransaction,inPerCent,mediaIncomeV,mediaSendV,devStandardIncomeV,devStandardSendV,varianzaSendV,varianzaIncomeV,totalSendBTC,totalIncomeBTC,totalSendUSD,totalIncomeUSD,maxNumTransRec,maxDiffDay,minResponsiveness,avgResponsiveness,maxResponsiveness,rangoCluster,type
98.25,97.50,37.27,38.40,151,111,40,72,40,0,34,28,FALSO,VERO,73.51,440180000.00,1221500160.00,315801209.50,901716428.52,813092560000000000.00,1423553650000000000.00,48860000000,48860000000,7389.48,7238.85,14,2393000000,0.00,29158.00,608389.00,7,N
98.89,99.26,94.31,93.82,39902,29888,10014,26622,9629,274,2489,2237,VERO,VERO,74.90,814909890.00,2432323840.00,36657161733.61,68239980585.93,4656180500000000000000.00,4658967000000000000000.00,24357765954490,24357832470526,957358.19,712379.67,611,4800000000000,0.00,1421.00,311149.00,1410,N
97.27,95.87,75.61,92.20,369,288,81,282,105,6,926,412,FALSO,VERO,78.05,1197845380.00,4259009020.00,3583671668.66,11764474059.78,138402860000000000000.00,147773500000000000000.00,344979550588,344979550588,43299.13,40097.51,9,100469300000,0.00,176150.00,1754984.00,72,N
83.71,73.47,34.94,49.53,44,37,7,8,6,0,42,41,FALSO,FALSO,84.09,147405408.00,779142780.00,291922370.61,740893558.69,548923277000000000.00,948015420000000000.00,5454000000,5454000000,683.97,528.81,3,2900000000,0.00,26301.00,49034.00,8,N
96.49,95.36,81.60,57.44,369,344,25,328,29,0,1710,1499,FALSO,VERO,93.22,266486544.00,3666856190.00,1120233846.98,3984351117.95,15875052000000000000.00,27437567000000000000.00,91671403928,91671403928,17328.05,4628.73,27,14850000000,889.00,2188170.00,31972274.00,27,N
93.00,93.88,75.09,70.03,235,186,49,92,45,0,1521,1062,FALSO,VERO,79.15,182683328.00,693451200.00,477715843.40,1209945173.59,1463966610000000000.00,1724850620000000000.00,33979110841,33979111841,1979.56,2184.16,6,5000000000,6618.00,330380.00,2436402.00,17,N
18.39,81.32,7.95,61.27,613,485,128,485,36,8,2180,2180,FALSO,VERO,79.12,4696105000.00,17793849300.00,1425928740.15,34005565554.89,1156378100000000000000.00,1327929300000000000000.00,2277611248616,2277611259617,4706880.93,2454.49,21,245000000000,0.00,2907611.00,57154664.00,91,N
91.28,85.54,67.91,58.02,259,181,78,134,110,4,2433,2389,FALSO,VERO,69.88,25723213800.00,56229605000.00,35998015989.16,78400766650.87,6146676000000000000000.00,7077319000000000000000.00,4385907361568,4655907537078,8070140.66,357362.02,6,885145647279,0.00,755368.00,6968056.00,36,N
95.27,66.67,27.11,37.64,26,23,3,23,5,0,20,20,FALSO,FALSO,88.46,105176200.00,236536848.00,52493816.69,187451420.33,35138035800000000.00,52393658000000000.00,709610558,2419052283,131.61,413.23,4,399610558,39366.00,57662.00,71955.00,2,N
98.46,96.91,59.21,61.14,101,65,36,64,22,3,492,215,FALSO,VERO,64.36,123148512.00,222351488.00,269356107.79,484072980.74,234326647000000000.00,244167860000000000.00,8004652766,8004652766,786.42,784.49,2,3001000000,2710.00,311856.00,5403429.00,11,N
96.40,97.46,48.97,50.09,252,209,43,188,59,0,350,289,FALSO,VERO,82.94,146012176.00,709687100.00,243769639.06,703392502.65,494761094000000000.00,812490580000000000.00,30516549187,30516549187,3630.71,3762.71,6,2892505286,0.00,414617.00,9460799.00,26,N
98.65,96.37,67.21,66.72,139,105,34,81,31,5,338,328,FALSO,VERO,75.54,1002684030.00,3096524290.00,1606009010.94,4876891387.12,23784075000000000000.00,28168239000000000000.00,105281825059,105281825059,7365.71,4798.41,3,19785000000,1192.00,316116.00,4911581.00,30,N
99.90,98.44,95.95,100.00,1163,1054,109,743,113,8,1461,1380,FALSO,VERO,90.63,263182528.00,2544879620.00,2265345163.39,9622091011.59,92584670000000000000.00,97790760000000000000.00,277391920692,277394497201,36899.59,17054.31,12,39489000000,0.00,177533.00,7251933.00,57,N
73.32,81.94,78.33,67.68,385,373,12,138,12,0,223,222,FALSO,VERO,96.88,10503972.00,326499360.00,23699067.42,530349827.62,281270880000000000.00,381124093000000000.00,3917992770,3917992770,161.28,189.54,15,1526968013,0.00,411225.00,1512406.00,11,N
97.40,88.89,47.08,41.45,109,100,9,31,7,0,154,153,FALSO,VERO,91.74,231024352.00,2520410620.00,367642543.52,1852609271.56,3432161280000000000.00,8673450200000000000.00,22683693843,23102439775,3076.55,2735.68,2,5800000000,24508.00,73899.00,133716.00,13,N
72.45,0.00,68.32,0.00,40,39,1,10,0,0,33,33,FALSO,FALSO,97.50,5025641.00,0.00,15567038.28,0.00,0.00,25257066900000.00,0,196000000,0.00,15.31,11,0,9223372036854780000.00,0.00,-9223372036854780000.00,1,N
96.82,95.83,80.18,77.77,703,458,245,356,133,55,51,22,FALSO,VERO,65.15,6073712600.00,11354125300.00,38658116603.05,56042267596.69,3140734000000000000000.00,3168618700000000000000.00,2781760000000,2781760000000,84678.75,109494.33,38,603097000000,0.00,4452.00,57790.00,71,N
98.04,98.66,84.95,84.34,18819,12897,5922,10606,5988,67,1327,1012,VERO,VERO,68.53,215409840.00,469108448.00,3282366836.00,6124352406.47,37507520000000000000.00,37572604000000000000.00,2778031061275,2778085065275,200138.27,168077.03,359,407191000000,0.00,13031.00,29817245.00,414,N
99.22,98.33,25.50,87.37,190,130,60,123,60,0,2274,2274,FALSO,VERO,68.42,6946114.00,9917598.00,3186686.49,41101192.86,1689307950000000.00,1698137860000000.00,595055827,902994836,1989.99,110.08,9,300130003,316973.00,1963569.00,3610165.00,4,N
95.92,95.04,90.15,89.19,235,157,78,156,112,60,17,16,VERO,VERO,66.81,1704146430.00,3430140160.00,5712649728.17,12408842851.57,153979400000000000000.00,156958350000000000000.00,267551000000,267551000000,273.44,268.69,84,75115000000,0.00,2568.00,16911.00,24,N
97.08,94.96,76.33,61.07,187,131,56,81,55,16,784,783,FALSO,VERO,70.05,22870900.00,53501560.00,49617200.57,81972367.29,6719471000000000.00,7657708700000000.00,2996087225,2996087225,2808.57,2658.59,28,502502161,0.00,334302.00,5330043.00,21,N
64.83,81.63,79.40,59.46,127,120,7,22,5,1,218,217,FALSO,VERO,94.49,56933196.00,975997760.00,309956979.08,1103985985.04,1218785140000000000.00,2063464600000000000.00,6831984209,6831984209,708.74,763.19,2,790000000,1069.00,150075.00,528142.00,10,N
95.29,96.17,77.03,60.61,91,63,28,63,36,4,1904,1880,FALSO,FALSO,69.23,27665500.00,62243740.00,57789955.85,75065977.79,5634902100000000.00,6830557600000000.00,1742825020,1742927020,574.53,226.38,5,160850000,269.00,3480512.00,69761688.00,18,N
99.10,92.86,8.51,64.38,511,497,14,70,23,0,2140,1107,FALSO,VERO,97.26,39713896.00,1409843330.00,9971275.08,2503944643.00,6269739100000000000.00,8146994100000000000.00,19737806104,19737806106,9632.72,2893.42,3,10163308796,50197.00,1810517.00,15386952.00,3,N
98.23,98.34,75.97,73.41,217,148,69,120,132,0,42,25,FALSO,VERO,68.20,434213344.00,931356480.00,1079220810.66,1838353731.92,3379544980000000000.00,3626696500000000000.00,64263600000,64263600000,10094.36,6460.68,12,12799000000,0.00,8916.00,108571.00,80,N
55.36,66.67,51.76,44.09,37,34,3,17,3,0,56,55,FALSO,FALSO,91.89,36470588.00,413333344.00,39219019.00,361601376.60,130755563000000000.00,272781070000000000.00,1240000000,1240000000,311.01,209.96,3,910000000,6294.00,646168.00,1884391.00,2,N
98.76,97.67,42.75,30.09,172,112,60,112,83,0,2285,2263,FALSO,VERO,65.12,163787104.00,305669088.00,122825359.14,210840712.10,44453805000000000.00,64584325000000000.00,18340147672,18344156547,1267.68,1412.71,4,2486068741,0.00,320884.00,15552583.00,13,N
71.64,93.36,75.78,73.15,241,209,32,202,36,0,150,62,FALSO,VERO,86.72,6741779.50,44032248.00,31105322.28,85662647.05,7338089600000000.00,8728669000000000.00,1409032216,1409032216,127.38,191.80,34,98000000,1287.00,65097.00,517051.00,36,N
98.15,98.73,91.47,90.21,20332,14641,5691,12386,5983,55,1532,959,VERO,VERO,72.01,379544736.00,976410880.00,5431044090.68,9076256664.52,82376350000000000000.00,82735270000000000000.00,5556689886866,5556697973066,320379.85,240616.09,375,866716000000,0.00,4591.00,4648948.00,501,N
99.22,92.09,43.40,45.29,959,918,41,863,25,0,414,222,FALSO,VERO,95.72,59417280.00,1330368000.00,92435272.91,1075155799.70,1155959870000000000.00,2771275350000000000.00,54545086719,54545086719,960.60,672.36,22,9251000000,0.00,232536.00,7395588.00,8,N
93.88,0.00,24.39,0.00,43,42,1,42,0,0,30,30,FALSO,FALSO,97.67,22007854.00,0.00,9611814.21,0.00,0.00,484345643000000.00,0,924329843,0.00,10.63,6,0,9223372036854780000.00,0.00,-9223372036854780000.00,1,N
85.13,94.41,48.44,54.50,256,227,29,156,30,0,2072,2041,FALSO,VERO,88.67,48523076.00,379818880.00,109964252.57,444818764.18,197863749000000000.00,307620539000000000.00,11014745157,11014746157,8648.41,1161.66,4,3348837697,0.00,2812368.00,75616182.00,28,N
86.20,90.28,3.18,43.82,81,69,12,51,13,0,819,819,FALSO,FALSO,85.19,104035528.00,234446096.00,7512492.02,209950000.14,44079005000000000.00,61085915000000000.00,2813353115,7178451772,1120.59,100.60,3,1257000000,675634.00,11143028.00,21610422.00,7,N
80.88,92.31,30.72,71.92,81,68,13,45,12,0,1011,963,FALSO,FALSO,83.95,386034080.00,2019255040.00,838366855.01,4636247098.92,21494788000000000000.00,24162200000000000000.00,26250317762,26250317762,122829.17,1929.02,2,18000326665,17360.00,3450261.00,33532685.00,4,N
99.58,96.53,77.68,69.68,431,357,74,284,70,5,1485,1011,FALSO,VERO,82.83,364529440.00,1758608380.00,1532308009.10,3437239400.54,11814613000000000000.00,13758075000000000000.00,130137049286,130137049286,118840.86,11746.75,9,22622430983,0.00,190209.00,1625921.00,27,N
93.72,92.98,62.59,53.05,82,60,22,59,17,0,294,251,FALSO,FALSO,73.17,1184229500.00,3229717250.00,1842577513.88,3446550875.27,11878714000000000000.00,16062735000000000000.00,71053778384,71053778384,5008.95,5665.32,2,5803000000,0.00,262026.00,2609896.00,13,N
96.48,96.00,47.21,47.67,369,344,25,233,29,0,755,668,FALSO,VERO,93.22,351061024.00,4830601700.00,805002286.53,4462059726.85,19909976000000000000.00,39976260000000000000.00,120765034366,120765037057,32740.44,21140.86,4,16497929480,369.00,284077.00,2617151.00,10,N
97.75,99.08,64.30,52.83,830,660,170,497,163,2,236,180,FALSO,VERO,79.52,121746832.00,472664416.00,389148597.05,791830800.08,626996020000000000.00,750139270000000000.00,80352953520,80352953520,9647.75,8798.58,16,1394574712,0.00,20270.00,1895465.00,22,N
94.93,93.98,67.99,66.03,2983,2885,98,1211,57,4,1365,1365,FALSO,VERO,96.71,2666004.00,78481568.00,5192365.78,112467642.32,12648969700000000.00,18396977000000000.00,7691196500,7691397701,59548.69,810.78,28,5000388498,0.00,400203.00,1859619.00,11,N
99.20,96.77,46.53,44.12,359,328,31,242,37,0,1263,669,FALSO,VERO,91.36,254487360.00,2692641540.00,258312968.08,2338055172.13,5466502400000000000.00,11411098000000000000.00,83471887863,83471888863,5154.11,5028.43,12,7534000000,63.00,1124324.00,33340543.00,9,N
99.79,75.00,66.19,60.46,475,471,4,402,6,0,1849,1815,FALSO,VERO,99.16,22555724.00,2622517760.00,211000412.52,3056280474.30,9340850000000000000.00,16100655000000000000.00,10490071689,10623747474,21777.46,1210.29,9,7480752465,52912.00,5588906.00,12800791.00,6,N
98.98,96.83,45.30,41.37,167,114,53,110,31,2,118,108,FALSO,VERO,68.26,208252880.00,447940224.00,196284470.87,355558390.42,126421778000000000.00,183871742000000000.00,23740824918,23740824918,2837.86,2901.39,5,1566000000,0.00,29413.00,188726.00,40,N
79.65,91.67,86.61,55.45,56,44,12,37,15,2,65,64,FALSO,FALSO,78.57,7609495000.00,27901462500.00,19224790775.02,28245778781.18,797824000000000000000.00,1209587800000000000000.00,334817532468,334817532468,24096.54,24442.29,13,83045032468,0.00,245505.00,717862.00,8,N
95.80,83.33,38.49,32.71,172,166,6,133,7,0,2315,2315,FALSO,VERO,96.51,49493936.00,450666624.00,39078966.55,281801831.66,79412270000000000.00,240351816000000000.00,2703999999,8216000000,67562.75,225.86,12,1001910060,4651423.00,4651423.00,4651423.00,5,N
98.74,99.24,94.68,94.09,33703,24128,9575,21263,9158,289,2489,2399,VERO,VERO,71.59,881910460.00,2222448130.00,39987083627.32,68621918470.29,4709011600000000000000.00,4710353400000000000000.00,21280371170767,21280428503236,854586.34,614041.20,551,4800000000000,0.00,5987.00,17617842.00,1423,N
96.85,81.25,49.49,44.09,115,107,8,66,8,0,1012,1012,FALSO,VERO,93.04,590766140.00,7277625300.00,1130494094.82,5719085820.98,32707944000000000000.00,77422020000000000000.00,58221000000,63212000000,242490.03,6378.81,3,29496000000,18539.00,9497319.00,18976100.00,3,N
89.35,75.00,71.06,42.56,45,41,4,40,4,0,826,825,FALSO,FALSO,91.11,17733516.00,181768544.00,32088609.53,143116455.81,20482321100000000.00,47389810000000000.00,727074140,727074140,90.14,29.04,4,400000000,159967.00,12294595.00,24766989.00,4,N
74.70,90.67,29.43,58.31,183,129,54,103,58,0,1070,1009,FALSO,VERO,70.49,683760510.00,1633427710.00,379704948.05,2330871044.57,5432959100000000000.00,6334826300000000000.00,88205109477,88205109477,8755.61,6040.87,3,12000000000,1438.00,121098.00,1016601.00,10,N
92.96,66.67,54.68,33.30,54,51,3,36,3,0,76,75,FALSO,FALSO,94.44,120723816.00,622666690.00,137766931.87,401226730.03,160982882000000000.00,412929529000000000.00,1868000000,6156914656,315.74,946.64,3,804000000,3420.00,29463.00,81268.00,3,N
97.09,90.00,41.10,69.97,100,90,10,89,2,0,94,69,FALSO,FALSO,90.00,60366672.00,543300100.00,52777404.68,1034267765.14,1069709780000000000.00,1302934470000000000.00,5433000000,5433000000,796.35,554.08,4,3566000000,1992.00,31228.00,96188.00,7,N
98.07,72.00,21.40,11.66,181,176,5,175,5,0,175,174,FALSO,VERO,97.24,133032760.00,4682753000.00,89410532.19,1051141816.17,1104899100000000000.00,21804855000000000000.00,23413766870,23413766870,2634.84,3144.01,5,8985000000,787.00,1011985.00,5023491.00,8,N
99.88,99.74,76.49,88.16,3850,3397,453,2942,427,4,2155,2125,FALSO,VERO,88.23,86600320.00,647888770.00,908883379.64,2860409184.90,8181941600000000000.00,8496991200000000000.00,293493555063,294180941592,136500.23,146995.12,37,41527616311,0.00,16078.00,298045.00,69,N
39.53,72.00,29.33,40.53,980,975,5,306,5,0,1819,1818,FALSO,VERO,99.49,1508182.10,294097920.00,1644843.74,236505091.77,55934660000000000.00,141543405000000000.00,1470489540,1470489540,6192.39,213.96,29,1470479540,19211070.00,19211070.00,19211070.00,3,N
73.28,96.32,79.28,77.84,468,377,91,312,78,9,281,238,FALSO,VERO,80.56,35457130000.00,146893980000.00,113365969315.88,288565622620.58,83270140000000000000000.00,95688290000000000000000.00,13367358000000,13367358000000,91237.52,62559.30,8,1489800000000,0.00,39612.00,268455.00,33,N
98.45,87.50,71.34,57.88,127,119,8,100,9,1,1107,936,FALSO,VERO,93.70,92849712.00,1381122300.00,208477030.59,1689712385.67,2855127960000000000.00,4514774240000000000.00,11048977467,11049113369,4045.53,400.25,4,5534000000,826.00,1413926.00,9962356.00,5,N
99.83,94.78,69.97,75.31,615,594,21,506,16,0,2243,2162,FALSO,VERO,96.59,124071216.00,3509443840.00,1490550214.51,7786948186.80,60636558000000000000.00,72097310000000000000.00,73698318991,73698318993,29094.81,7996.45,8,36501000000,5045.00,4393165.00,89563422.00,21,N
80.36,90.67,62.49,67.77,71,56,15,56,17,1,197,195,FALSO,FALSO,78.87,11053571.00,41266668.00,21581589.74,60212363.74,3625528730000000.00,4538359900000000.00,619000000,619000000,5.11,3.03,6,200000000,22592.00,1054411.00,3194651.00,4,N
99.49,88.89,54.16,41.48,241,232,9,168,9,0,2109,2108,FALSO,VERO,96.27,448446144.00,11559944200.00,545267140.83,8763567693.25,76800120000000000000.00,200265500000000000000.00,104039494430,104039494430,5142.41,4866.64,9,33065000000,1030.00,7035044.00,31135086.00,12,N
98.58,92.04,69.67,69.79,109,92,17,91,19,0,1231,503,FALSO,VERO,84.40,288849184.00,1563183490.00,753919815.16,2521734386.09,6359144200000000000.00,7983072900000000000.00,26574119743,26574120743,3151.29,3467.94,13,10000000000,6219.00,484708.00,3144985.00,16,N
60.16,70.22,27.08,29.14,31,16,15,16,19,2,35,34,FALSO,FALSO,51.61,1687500.00,1800000.00,916429.89,979795.90,960000100000.00,972656150000.00,27000000,27000000,0.63,0.42,16,2000000,0.00,495597.00,2946289.00,1,N
98.06,98.78,89.11,87.10,26477,19315,7162,16817,7252,207,2614,2477,VERO,VERO,72.95,274617376.00,740573120.00,5651155377.73,9445920729.03,89227150000000000000.00,89441930000000000000.00,5303963559501,5304074329281,394581.65,332055.92,873,586484000000,0.00,3772.00,923036.00,718,N
55.70,86.73,80.52,53.20,1132,1118,14,322,2,0,1211,1210,FALSO,VERO,98.76,7873631.50,628769600.00,24498309.14,653855129.90,427526577000000000.00,813038270000000000.00,8802773282,8802773282,41513.10,1254.01,28,6402673282,738.00,738.00,738.00,1,N
97.86,92.34,88.86,90.77,467,410,57,359,60,3,246,227,FALSO,VERO,87.79,324364288.00,2333145860.00,2101533713.41,8505440406.56,72342495000000000000.00,76377710000000000000.00,132989303068,132989303068,8818.95,5397.36,26,50413000000,0.00,300673.00,7034877.00,44,N
96.02,90.91,13.74,43.20,106,95,11,93,12,0,135,115,FALSO,VERO,89.62,127178944.00,1003909120.00,36294404.08,805412210.49,648688770000000000.00,1417344430000000000.00,11043000000,12082000000,685.28,1067.14,8,2525000000,898.00,30200.00,107050.00,5,N
95.78,50.00,49.16,33.12,54,52,2,49,2,0,560,559,FALSO,FALSO,96.30,113928672.00,2962145540.00,166702970.94,1962145536.00,3850015010000000000.00,11962353000000000000.00,5924290945,5924290945,989.36,472.49,1,4924290945,204452.00,10820565.00,21436678.00,5,N
86.46,91.53,72.45,70.41,620,377,243,349,197,9,773,763,FALSO,VERO,60.81,62551052000.00,97044324000.00,122540418782.11,177762703311.31,31599626000000000000000.00,32789430000000000000000.00,23581800000000,23581800000000,45687.11,35650.40,11,1229140000000,0.00,20262.00,160003.00,18,N
95.49,94.44,21.31,15.40,42,24,18,24,18,0,1541,1517,FALSO,FALSO,57.14,177417072.00,218555568.00,71146060.18,61032070.10,3724913740000000.00,5417288400000000.00,3934000000,4258010000,490.78,485.76,2,205000000,537.00,11762.00,52068.00,2,N
97.63,94.12,43.32,57.70,166,149,17,90,16,1,680,678,FALSO,VERO,89.76,66865772.00,586058820.00,125700967.70,792596486.35,628209130000000000.00,897770620000000000.00,9963000000,9963000000,1714.40,1567.46,12,3288000000,0.00,3201445.00,50793613.00,15,N
98.51,90.91,42.72,63.07,87,76,11,22,11,0,233,232,FALSO,FALSO,87.36,2006496770.00,13863068700.00,2025057133.52,17800559897.30,316859900000000000000.00,457438300000000000000.00,152493747475,152493747475,16808.98,14108.91,5,59918970000,30897.00,322225.00,1409343.00,11,N
99.28,50.00,28.21,49.23,141,139,2,127,1,0,71,70,FALSO,VERO,98.58,11056205.00,768406080.00,5469264.48,756593824.00,572434203000000000.00,1146013000000000000.00,1536812273,1536812273,215.89,219.58,8,1536812273,1463869.00,1463869.00,1463869.00,3,N
90.50,88.89,94.59,65.64,131,122,9,51,10,1,738,737,FALSO,VERO,93.13,883959300.00,11982558200.00,4987247765.04,16835347905.94,283428940000000000000.00,406607840000000000000.00,107843023370,107843023370,5751.80,1163.26,3,50000000000,412.00,256969.00,810192.00,13,N
98.88,93.07,81.06,62.91,114,95,19,39,8,0,2358,2358,FALSO,VERO,83.33,4741285.50,22028838.00,16336225.28,30637744.84,938671410000000.00,1237530940000000.00,418547903,450422126,3802.84,2853.54,2,50020000,814.00,8507374.00,69657011.00,5,N
97.25,98.24,92.69,91.71,11305,7135,4170,5691,3941,66,2489,2171,VERO,VERO,63.11,943035900.00,1613532800.00,8268635085.11,11318045140.05,128096755000000000000.00,128549070000000000000.00,6728382256856,6728434810523,305955.82,164914.59,172,874641999099,0.00,9460.00,7759730.00,101,N
67.97,85.71,94.15,70.62,66,59,7,56,10,1,1168,1159,FALSO,FALSO,89.39,17796950.00,148573520.00,92575580.47,230117410.34,52954022000000000.00,70056539000000000.00,1040014610,1050020070,1727.90,1138.51,6,664000000,866.00,234931.00,734567.00,6,N
92.81,87.50,35.66,37.18,181,173,8,168,10,0,277,274,FALSO,VERO,95.58,14464937.00,312804320.00,14718523.92,212459853.64,45139191000000000.00,134145564000000000.00,2502434459,2502434459,339.83,283.41,6,570817666,569.00,262723.00,2004964.00,7,N
94.78,80.00,24.78,32.08,26,21,5,21,5,0,17,12,FALSO,FALSO,80.77,96000000.00,403200000.00,43458792.74,271178465.22,73537760000000000.00,167909599000000000.00,2016000000,2016000000,107.34,83.09,2,628000000,2365.00,6211.00,14556.00,1,N
99.31,83.33,56.67,55.19,150,144,6,125,6,0,238,235,FALSO,VERO,96.00,20566968.00,493607328.00,84211229.36,646617812.88,418114585000000000.00,641881830000000000.00,2961643855,2961643855,374.96,405.18,11,1928787476,11939.00,2236922.00,12427136.00,3,N
96.99,85.71,82.91,64.06,52,45,7,42,6,0,79,78,FALSO,FALSO,86.54,229311104.00,1474142850.00,648531205.62,1887656248.24,3563246160000000000.00,5112852200000000000.00,10319000000,10319000000,1439.86,1262.68,4,3300000000,0.00,58452.00,148378.00,7,N
97.82,98.49,73.70,74.36,606,346,260,150,351,7,111,33,FALSO,VERO,57.10,567679870.00,755450820.00,2176322263.28,2545278346.56,6478443500000000000.00,6513699800000000000.00,196417222291,196417222291,17545.20,15803.73,31,36604000000,0.00,5806.00,84719.00,44,N
94.75,89.26,40.93,64.03,54,43,11,11,9,0,446,436,FALSO,FALSO,79.63,160073168.00,625740540.00,361867660.08,853396346.31,728285300000000000.00,945131400000000000.00,6883146169,6883146169,900.94,1046.37,4,2871440596,3519.00,199589.00,1551384.00,5,N
93.16,80.00,72.91,57.20,46,41,5,41,8,2,393,393,FALSO,FALSO,89.13,30878046.00,210200000.00,62240757.48,225664707.03,50924560000000000.00,83080928000000000.00,1051000000,1266000000,125.57,62.85,3,563000000,377.00,10455.00,38372.00,5,N
88.54,80.00,1.96,57.90,29,24,5,24,3,0,69,64,FALSO,FALSO,82.76,499708320.00,1491600130.00,33491888.53,1835462603.94,3368922870000000000.00,4352772200000000000.00,7458000000,11993000000,661.19,1318.83,1,5084000000,4217.00,83127.00,154795.00,3,N
96.69,83.33,39.56,36.07,59,53,6,53,5,0,117,116,FALSO,FALSO,89.83,240773568.00,2126833280.00,185004807.84,1375345501.11,1891575200000000000.00,5448796400000000000.00,12761000000,12761000000,1175.49,1567.77,3,3000300000,1509.00,78022.00,188614.00,9,N
94.77,98.76,94.06,84.82,6782,6639,143,6179,89,2,1621,1456,VERO,VERO,97.89,1108803.00,51469352.00,14160916.27,145166478.72,21073306400000000.00,23609488900000000.00,7360117664,7361357604,3610.21,6065.59,112,2448696400,0.00,212271.00,11781567.00,88,N
65.67,84.38,49.88,70.23,130,122,8,108,8,1,1004,975,FALSO,VERO,93.85,185892320.00,2834859780.00,262149946.61,4212650413.23,17746423000000000000.00,24763456000000000000.00,22678879409,22678879409,226377.40,1911.23,3,22464889409,0.00,2673803.00,15654210.00,11,N
37.05,38.01,60.45,60.78,3475,1770,1705,4,4,2,3,2,VERO,VERO,50.94,132553808.00,137607200.00,190773918.38,206448452.86,42621555000000000.00,42645168000000000.00,234621000000,234621000000,662.68,662.61,1550,3191000000,0.00,409.00,91783.00,10,N
99.12,94.63,82.79,69.34,236,214,22,204,18,0,1332,1332,FALSO,VERO,90.68,70291608.00,683741380.00,216470900.51,1194714869.37,1427343660000000000.00,1803664300000000000.00,15042308744,15042414881,22837.36,29845.03,7,3702920000,0.00,1015347.00,5976171.00,12,N
95.68,83.33,49.07,59.03,141,135,6,135,6,0,1034,535,FALSO,VERO,95.74,93736496.00,2106562050.00,356295734.35,2668708037.05,7122003000000000000.00,11173469000000000000.00,12639371720,12654427055,1686.28,1850.64,5,7879072359,5628.00,75483.00,157536.00,6,N
97.35,83.04,43.66,39.80,63,46,17,46,19,0,2150,2144,FALSO,FALSO,73.02,132282600.00,292470560.00,113285264.26,219224869.15,48059537000000000.00,73719738000000000.00,4972000000,6085000002,746.67,713.48,2,801000000,402.00,12357.00,74503.00,14,N
98.71,99.05,89.05,88.00,32311,24596,7715,21714,7864,205,2614,2555,VERO,VERO,76.12,411423136.00,1311590530.00,5352405367.97,9952264757.89,99048220000000000000.00,99852536000000000000.00,10118823305451,10119069048431,671051.73,581378.13,961,846363000000,0.00,2576.00,513629.00,1007,N
94.29,97.36,72.93,74.99,408,358,50,300,41,5,724,638,FALSO,VERO,87.75,1448782210.00,10373267500.00,3791819537.28,22120438588.21,489313850000000000000.00,568960220000000000000.00,518663282207,518663282207,18761.83,13934.43,10,131716785377,0.00,282584.00,7101806.00,45,N
62.40,60.44,76.68,66.06,80,50,30,34,28,4,9,8,FALSO,FALSO,62.50,18500000.00,30833334.00,34608236.01,41447221.35,1717871890000000.00,1869983130000000.00,925000000,925000000,7.62,7.77,20,345000000,0.00,0.00,0.00,3,N
95.51,93.65,80.69,86.09,322,258,64,224,76,17,609,449,FALSO,VERO,80.12,1296164220.00,5225153500.00,5951015042.68,15794263804.28,249458700000000000000.00,264895730000000000000.00,334409603905,334409603905,12859.91,13799.43,45,87139000599,0.00,258965.00,9581095.00,20,N
95.39,88.09,82.81,38.03,196,177,19,125,25,2,351,345,FALSO,VERO,90.31,38018220000.00,354169389000.00,141497732820.72,312375141929.14,97578230000000000000000.00,197529800000000000000000.00,6729219275615,6729219275615,572986.15,154580.80,17,5828719425615,0.00,82460.00,342391.00,10,N
97.34,96.31,53.28,45.28,95,66,29,66,32,1,64,44,FALSO,FALSO,69.47,398742336.00,907482690.00,482612915.29,872213562.72,760756420000000000.00,1019573350000000000.00,26317000000,26317000000,960.86,744.38,6,3972000000,0.00,39155.00,204023.00,5,N
97.13,99.62,88.33,85.73,1278,819,459,447,725,74,1838,1470,VERO,VERO,64.08,39945176.00,71274648.00,148545498.09,222020513.34,49293095000000000.00,50274641000000000.00,32715062136,32715062136,4920.18,2575.32,144,2685773578,0.00,91415.00,1879725.00,91,N
99.80,98.34,88.82,85.29,1221,1106,115,1058,165,7,1605,1568,FALSO,VERO,90.58,589814980.00,5672478200.00,2146281405.01,29425980237.77,865888240000000000000.00,891721300000000000000.00,652334899270,652334899271,392851.71,96925.39,9,315073954311,109.00,253674.00,3161132.00,31,N
99.10,91.97,69.55,64.98,257,238,19,168,24,0,1259,1059,FALSO,VERO,92.61,347654624.00,4354830300.00,1246535880.10,5702797440.98,32521900000000000000.00,48579357000000000000.00,82741779065,82741780065,105585.83,20237.31,7,17752000000,7828.00,646547.00,4031535.00,11,N
97.37,96.68,56.92,45.99,150,118,32,115,15,0,662,237,FALSO,VERO,78.67,230730976.00,850820220.00,407341872.39,705752259.74,498086223000000000.00,882596880000000000.00,27226247177,27226247177,4610.94,4260.71,2,2303692157,462.00,102368.00,1642308.00,13,N
99.55,98.49,71.68,63.95,1713,1575,138,967,101,4,2309,2297,FALSO,VERO,91.94,73487656.00,838714180.00,201045261.73,1285190673.89,1651714680000000000.00,2237287080000000000.00,115742562773,115743197928,203923.48,50317.42,32,10800050000,0.00,45073.00,1654882.00,67,N
